Site,Replicate,Season,Year,Nemertean,Donacidae,Dreissenidae,Mactridae,Mytilidae,Solenidae,Solecurtidae,Pharidae,Tellinidae,Veneridae,Ampharetidae,Bogueidae,Cossuridae,Cirratulidae,Capitellidae,Goniadidae,Hesionidae,Nephtyidae,Nereidae,Onuphidae,Orbiniidae,Phyllodocidae,Pilargidae,Pisionidae,Poecilochaetidae,Sabellaridae,Spionidae,Syllidae,Trochochaetidae,Tubificidae,Cypraeidae,Cochliopidae,Nassariidae,Neritidae,Olividae,Pyramidellidae,Anthuridae,Ancinidae,Leuconidae,Anamixidae,Ampeliscidae,Colomastigidae,Corophidae,Dexaminidae,Gammariidae,Haustoriidae,Ischyroceridae,Lysianassidae,Liljeborgiidae,Megaluropidae,Melitidae,Mysidae,Paguridae,Upogebiidae,Panopeidae,Peneaidae,Portunidae,Nematode,unknown amphipod,unknown decapod,unknown polychaete,Chironimidae,Anisoptera,Bug1,hipporiff,Coordinates (DMM),Temperature,Salinity,Salinity_class,Dissolved Oxygen,pH,abundance,richness,Site,Replicate,Season,Year,DF,SF,DS,H,PA,PR,OM,GC,FC,SC,PI,U,hippogriff,percent_clay,percent_silt,percent_sand
1,R1,Summer,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.454' W -89˚48.030',31.9,17.18,mesohaline,9.25,8.6,1,2,1,R1,Summer,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R2,Summer,2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.454' W -89˚48.030',31.9,17.18,mesohaline,9.25,8.6,4,3,1,R2,Summer,2021,0,2,0,0,0,2,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R3,Summer,2021,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.454' W -89˚48.030',31.9,17.18,mesohaline,9.25,8.6,8,6,1,R3,Summer,2021,2,2,0,0,0,2,2,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
2,R1,Summer,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.903' W -89˚56.981',31,1.66,oligohaline,4.77,7.69,1,2,2,R1,Summer,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.903' W -89˚56.981',31,1.66,oligohaline,4.77,7.69,0,1,2,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.903' W -89˚56.981',31,1.66,oligohaline,4.77,7.69,0,1,2,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
3,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.566' W -89˚56.879',31,1.97,oligohaline,5.4,8.31,0,1,3,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.566' W -89˚56.879',31,1.97,oligohaline,5.4,8.31,0,1,3,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.566' W -89˚56.879',31,1.97,oligohaline,5.4,8.31,0,1,3,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
4,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.885' W -90˚06.586',29,0.21,oligohaline,6.26,7.63,19,4,4,R1,Summer,2021,0,20,0,0,0,1,1,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.885' W -90˚06.586',29,0.21,oligohaline,6.26,7.63,75,2,4,R2,Summer,2021,0,75,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.885' W -90˚06.586',29,0.21,oligohaline,6.26,7.63,71,2,4,R3,Summer,2021,0,71,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
5,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.925' W -90˚09.916',29.4,0.12,oligohaline,6.22,7.31,0,1,5,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.925' W -90˚09.916',29.4,0.12,oligohaline,6.22,7.31,1,2,5,R2,Summer,2021,1,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.925' W -90˚09.916',29.4,0.12,oligohaline,6.22,7.31,0,1,5,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
6,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.792' W -90˚02.525',30,0.32,oligohaline,5.36,7.82,0,1,6,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.792' W -90˚02.525',30,0.32,oligohaline,5.36,7.82,0,1,6,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.792' W -90˚02.525',30,0.32,oligohaline,5.36,7.82,0,1,6,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
7,R1,Summer,2021,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.829' W -90˚00.577',30.4,0.64,oligohaline,6.12,7.73,3,3,7,R1,Summer,2021,0,3,0,0,0,0,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.829' W -90˚00.577',30.4,0.64,oligohaline,6.12,7.73,1,2,7,R2,Summer,2021,0,0,0,0,0,0,1,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R3,Summer,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.829' W -90˚00.577',30.4,0.64,oligohaline,6.12,7.73,1,2,7,R3,Summer,2021,0,0,0,0,0,2,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
8,R1,Summer,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.833' W -89˚54.555',30.8,22.42,polyhaline,6.51,8.47,9,5,8,R1,Summer,2021,2,6,0,0,0,1,0,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
8,R2,Summer,2021,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.833' W -89˚54.555',30.8,22.42,polyhaline,6.51,8.47,16,7,8,R2,Summer,2021,3,9,0,0,0,3,0,0,0,0,0,1,1,1.34263434,0.924597,97.73277001
8,R3,Summer,2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.833' W -89˚54.555',30.8,22.42,polyhaline,6.51,8.47,10,4,8,R3,Summer,2021,1,9,0,0,0,0,0,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
9,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,N 29˚16.063' W -89˚57.439',30.1,17.14,mesohaline,6.84,8.54,13,5,9,R1,Summer,2021,1,10,1,0,0,0,1,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
9,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚16.063' W -89˚57.439',30.1,17.14,mesohaline,6.84,8.54,7,5,9,R2,Summer,2021,4,1,0,0,0,0,1,0,0,0,0,1,1,1.07258349,0.5332591,98.39410596
9,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,N 29˚16.063' W -89˚57.439',30.1,17.14,mesohaline,6.84,8.54,8,5,9,R3,Summer,2021,1,1,1,0,0,5,0,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
10,R1,Summer,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.798' W -90˚00.991',29.5,13.66,mesohaline,6.07,8.32,2,3,10,R1,Summer,2021,0,1,0,0,0,0,1,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
10,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.798' W -90˚00.991',29.5,13.66,mesohaline,6.07,8.32,0,1,10,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
10,R3,Summer,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.798' W -90˚00.991',29.5,13.66,mesohaline,6.07,8.32,1,2,10,R3,Summer,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
11,R1,Summer,2021,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.248' W -90˚02.671',29.1,14.77,mesohaline,6.29,8.32,3,3,11,R1,Summer,2021,0,1,0,0,0,2,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378
11,R2,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.248' W -90˚02.671',29.1,14.77,mesohaline,6.29,8.32,5,4,11,R2,Summer,2021,4,0,1,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378
11,R3,Summer,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.248' W -90˚02.671',29.1,14.77,mesohaline,6.29,8.32,6,7,11,R3,Summer,2021,2,2,0,0,0,1,1,0,0,0,0,0,1,21.93301,39.93597,38.13103378
12,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.373',28.9,13.41,mesohaline,6.92,7.92,5,2,12,R1,Summer,2021,0,0,5,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
12,R2,Summer,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.373',28.9,13.41,mesohaline,6.92,7.92,3,3,12,R2,Summer,2021,0,1,2,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
12,R3,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.218' W -90˚08.373',28.9,13.41,mesohaline,6.92,7.92,2,2,12,R3,Summer,2021,0,0,2,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
13,R1,Summer,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,4,4,13,R1,Summer,2021,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,99.9999102
13,R2,Summer,2021,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,3,3,13,R2,Summer,2021,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,99.9999102
13,R3,Summer,2021,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.408',30.9,16.77,mesohaline,10.14,8.68,7,4,13,R3,Summer,2021,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,99.9999102
14,R1,Summer,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,3,3,14,R1,Summer,2021,2,0,0,0,0,1,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
14,R2,Summer,2021,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,9,7,14,R2,Summer,2021,1,3,1,0,0,2,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
14,R3,Summer,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,N 29˚19.244' W -89˚50.230',30.4,16.63,mesohaline,9.52,8.65,2,3,14,R3,Summer,2021,0,1,0,0,0,1,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
15,R1,Summer,2021,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,8,7,15,R1,Summer,2021,3,3,0,0,0,1,1,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R2,Summer,2021,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,22,11,15,R2,Summer,2021,9,3,0,0,0,6,2,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R3,Summer,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.303' W -89˚58.595',30.2,14.65,mesohaline,6.98,8.58,3,3,15,R3,Summer,2021,2,1,0,0,0,0,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
1,R1,Fall,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,1,,1,R1,Fall,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R2,Fall,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,2,,1,R2,Fall,2021,0,0,0,0,0,1,1,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚159.411' W -89˚50.408',26.6,20.72,polyhaline,6.81,8.37,1,,1,R3,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
2,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,0,,2,R1,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,0,,2,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,0,,2,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R4,Fall,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.896' W -89˚56.983',26.3,7.37,mesohaline,6.85,7.81,2,,2,R4,Fall,2021,0,0,0,0,0,2,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R1,Fall,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,2,,3,R1,Fall,2021,0,1,0,1,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,0,,3,R2,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R3,Fall,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.563' W -89˚56.869',26.3,7.38,mesohaline,7.65,7.81,1,,3,R3,Fall,2021,0,0,0,0,0,1,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
